talemaade_udtryk,yes_count,option_idx,option_letter,category,definition
få noget på halsen,3,1,B,abstract misinterpretation,få tilført en supplerende (og hidtil manglende) del så der dannes en helhed
stikke piben ind,4,0,A,concrete misinterpretation,pakke sin pibe væk (fx i en jakkelomme)
stikke piben ind,4,2,C,abstract misinterpretation,have samleje (om mand)
stikke piben ind,4,3,D,random definition,være gravid; vente barn
grave et par spadestik dybere,4,1,B,abstract misinterpretation,spørge ind til nogens følelsesliv; starte en seriøs og personlig samtale
grave et par spadestik dybere,4,2,C,concrete misinterpretation,grave dybere ned i jorden end tidligere
grave et par spadestik dybere,4,3,D,random definition,bruges som ironisk kommentar i en situation hvor man beklager at de gode kræfter led nederlag
komme gennem kødhakkeren,3,1,B,abstract misinterpretation,passere igennem fordøjelsessystemet
komme gennem kødhakkeren,3,3,D,random definition,udvikle sig (ukontrolleret) i en forkert retning; komme i uføre
man skal ikke sælge skindet før bjørnen er skudt,2,2,C,concrete misinterpretation,man skal ikke sælge noget man ikke ejer
"hvis man kan være en karl om natten, kan man også være en karl om dagen",3,1,B,abstract misinterpretation,"har man skrevet under på en kontrakt, er man forpligtet til at overholde den"
"hvis man kan være en karl om natten, kan man også være en karl om dagen",3,3,D,random definition,det er her de vigtige eller spændende ting foregår
så du røgen,2,0,A,abstract misinterpretation,bruges som kommentar til nogen der netop har tabt en konkurrence
vide hvordan kagen skal skæres,2,0,A,random definition,få nogen til at tro på en umulig plan eller fremtidsdrøm; give nogen falske forhåbninger
"hvor der er hjerterum, er der husrum",3,0,A,abstract misinterpretation,det er at foretrække at bo sammen med sin partner
"hvor der er hjerterum, er der husrum",3,2,C,concrete misinterpretation,hvis der er gæstfrit er der også rart at bo
det er lettere for en kamel at komme igennem et nåleøje end for en rig at komme ind i Guds rige,2,0,A,concrete misinterpretation,det er lettere at bevæge sig gennem en snæver passage end at komme ind i Paradis med penge eller andre værdigenstande
skrive sig noget bag øret,2,3,D,random definition,"vide i hvilken retning en sag udvikler sig, og indrette sig derefter"
"den der ager med stude, kommer også frem",2,2,C,abstract misinterpretation,facit er vigtigere end mellemregningerne
sætte nogens pis i kog,2,2,C,random definition,opføre sig (ufrivilligt) komisk
dele sol og vind lige,2,0,A,abstract misinterpretation,sørge for at rose nogen før og efter man kritiserer dem
fyre godt op under kedlerne,3,1,B,abstract misinterpretation,skynde sig afsted til fods; sætte farten op
fyre godt op under kedlerne,3,2,C,random definition,"af erfaring være klar over hvem man har med at gøre, eller hvordan noget hænger sammen"
målet helliger midlet,2,1,B,concrete misinterpretation,målet retfærdiggør metoden
være femte hjul på vognen,2,1,B,concrete misinterpretation,"være et ekstra, femte hjul på en vogn der kun har behov for fire hjul for at køre"
være helt ude i tovene,3,0,A,abstract misinterpretation,være fysisk udmattet (pga. hårdt arbejde); være udtømt for kræfter
være helt ude i tovene,3,1,B,random definition,prøve på at gøre noget som det viser sig man ikke kan gennemføre
falde på et tørt sted,2,1,B,abstract misinterpretation,gå i stykker; blive ødelagt
kysten er klar,2,0,A,abstract misinterpretation,der er passage et sted hvor der før var lukket
der gror ikke mos på en rullesten,3,0,A,concrete misinterpretation,"hvis en sten er i bevægelse, vil der ikke vokse mos på den"
der gror ikke mos på en rullesten,3,2,C,abstract misinterpretation,"man kan ikke både skabe en familie og leve et uforpligtende, udsvævende liv"
ind til benet,4,0,A,abstract misinterpretation,"vedr. kroppen, især i modsætning til sindet"
ind til benet,4,2,C,random definition,få et menneske til at være lettere at omgås idet man sørger for at vedkommende efterhånden tilpasser sig
ind til benet,4,3,D,concrete misinterpretation,(helt) ind til knoglen
ligeud ad landevejen,3,1,B,abstract misinterpretation,noget der kan udvikle sig hurtigt (i negativ retning)
ligeud ad landevejen,3,2,C,concrete misinterpretation,kørselsretning uden sving og andre afvigelser fra ligeudkørsel
skruen uden ende,3,0,A,abstract misinterpretation,teaterstykke eller anden forestilling som man synes er for langt
skruen uden ende,3,3,D,random definition,ændre til det modsatte eller til noget helt andet
forsvarsparaderne er oppe,3,2,C,concrete misinterpretation,tilstand hvor byporten er lukket og vagtposterne holder særligt opsyn
forsvarsparaderne er oppe,3,3,D,abstract misinterpretation,hænderne er oppe foran ansigtet
have store tanker om,2,0,A,concrete misinterpretation,tænke meget på
med pistolen for brystet,4,0,A,concrete misinterpretation,i besiddelse af et skjult skydevåben
med pistolen for brystet,4,2,C,abstract misinterpretation,bruges som middel for at tilkendegive at man agter at holde et løfte
med pistolen for brystet,4,3,D,random definition,med et meget forbavset udtryk i ansigtet
få en spand koldt vand i hovedet,2,1,B,abstract misinterpretation,pludselig komme ud af en rus
splitte mine bramsejl,3,1,B,concrete misinterpretation,dele sine råsejl i over- og underbramsejl
splitte mine bramsejl,3,2,C,random definition,forhindre nogen i at arbejde og tjene penge; gøre nogen arbejdsløs
nye koste fejer bedst,2,1,B,random definition,"erkende at have lidt et (økonomisk) tab, mistet en mulighed eller lignende"
nye koste fejer bedst,2,2,C,concrete misinterpretation,en ny kost fejer bedre end en gammel og slidt kost
store ord og fedt flæsk,3,0,A,abstract misinterpretation,charmerende opførsel eller smiger
store ord og fedt flæsk,3,2,C,concrete misinterpretation,lange ord og fedtholdigt kød
lyse i kuld og køn,4,1,B,concrete misinterpretation,undersøge hele kroppen
lyse i kuld og køn,4,2,C,abstract misinterpretation,vække opsigt pga. sine smykker eller fine påklædning
lyse i kuld og køn,4,3,D,random definition,(i tankerne) skjule sig fordi man føler sig pinligt berørt
spille kong Gulerod,3,0,A,abstract misinterpretation,lave ballade; lave et stort postyr
spille kong Gulerod,3,1,B,random definition,følge med i hvad der sker i tiden; følge moden
lægge billet ind på noget,3,0,A,random definition,rette egne fejl og mangler før man blander sig i andres
lægge billet ind på noget,3,3,D,abstract misinterpretation,"øve sig i en færdighed, fx i forbindelse med optræden"
fra asken og i ilden,2,3,D,concrete misinterpretation,i kontakt med både aske og flammer
"har man sagt A, må man også sige B",2,1,B,abstract misinterpretation,man kan ikke nøjes med at invitere den ene part i et forhold
"skønne, spildte kræfter",3,0,A,abstract misinterpretation,oversete eller spildte chancer og muligheder
"skønne, spildte kræfter",3,3,D,concrete misinterpretation,"energi der ikke bliver brugt til noget særligt, men spildt på ligegyldige ting"
ål i strømperne,3,2,C,abstract misinterpretation,vittigheder; underholdende påfund
ål i strømperne,3,3,D,random definition,arbejde med eller koncentrere sig om én ting på bekostning af alle andre
ligge med næsen i vejret,4,0,A,concrete misinterpretation,ligge på ryggen
ligge med næsen i vejret,4,1,B,abstract misinterpretation,melde sig syg på sin arbejdsplads uden at være det
ligge med næsen i vejret,4,2,C,random definition,bruge noget som lokkemad over for nogen; stille nogen noget i udsigt
have knive i ærmerne,3,0,A,concrete misinterpretation,"være udstyret med skjulte stikvåben -- om en jakke, skjorte eller lignende"
have knive i ærmerne,3,3,D,abstract misinterpretation,medbringe noget overraskende eller overrumplende
give bolden op,4,0,A,abstract misinterpretation,fralægge sig ansvar
give bolden op,4,2,C,concrete misinterpretation,opgive at finde en bold man har skudt langt væk
give bolden op,4,3,D,random definition,ikke dum eller naiv; ikke uden evner
få fingrene i fedtefadet,3,2,C,random definition,være afgørende eller udslagsgivende
få fingrene i fedtefadet,3,3,D,abstract misinterpretation,"(uventet) komme i en fordelagtig situation, fx fordi man kender de rette personer"
alle gode gange tre,2,1,B,abstract misinterpretation,på meget grundig vis; efter gentagne tjek
bide nogen i haserne,2,1,B,random definition,se bort fra tidligere uheldige hændelser eller gerninger; begynde på en frisk
dagens mand i skysovs,4,0,A,abstract misinterpretation,smørrebrødsservering med bl.a. flæskesteg og sky
dagens mand i skysovs,4,2,C,random definition,uden besvær
dagens mand i skysovs,4,3,D,concrete misinterpretation,"person som smøres ind i sovs, typisk som et festligt indslag ved et svendegilde eller lignende"
rene ord for pengene,2,1,B,abstract misinterpretation,det bedste af sin art
is i maven,3,0,A,concrete misinterpretation,isterninger i mavesækken
is i maven,3,2,C,random definition,"stort problem eller vanskeligt emne som alle kender til og er opmærksomme på, men som ingen vil tale om"
"hvad man ikke ved, har man ikke ondt af",2,0,A,concrete misinterpretation,man kan ikke være ked af noget man ikke kender til
ikke lade solen gå ned over sin vrede,3,0,A,concrete misinterpretation,ikke gå vred i seng
ikke lade solen gå ned over sin vrede,3,1,B,abstract misinterpretation,ikke kunne glemme eller tilgive noget ubehageligt som en anden person har gjort mod én
skyde sig selv i foden,2,0,A,concrete misinterpretation,skyde sig i foden for at gøre sig selv ukampdygtig -- historisk
våd som en druknet mus,3,0,A,concrete misinterpretation,lige så våd som en mus der er druknet
våd som en druknet mus,3,2,C,abstract misinterpretation,meget svedig; gennemblødt af sved
ikke større end tobak for en skilling,4,1,B,random definition,være fummelfingret eller upraktisk anlagt
ikke større end tobak for en skilling,4,2,C,concrete misinterpretation,på størrelse med den mængde tobak man kan købe for en lille sum penge
ikke større end tobak for en skilling,4,3,D,abstract misinterpretation,ligegyldigt; ikke værd at beskæftige sig med
rage kastanjerne ud af ilden,2,2,C,random definition,"person, genstand eller lignende der virker fremmed eller malplaceret i en bestemt sammenhæng"
have kniven på struben,4,0,A,random definition,"love rigdom, materielle eller andre goder, dog uden at der nødvendigvis er dækning for løfterne"
have kniven på struben,4,1,B,abstract misinterpretation,være tæt på at dø; befinde sig i en livstruende situation
have kniven på struben,4,3,D,concrete misinterpretation,blive truet med en knivsæg placeret mod ens strube
født med en guldske i munden,2,2,C,abstract misinterpretation,være (unødvendigt) forkælet og arrogant over for andre
det må briste eller bære,3,0,A,random definition,"de (få) ting man ejer eller har opnået, har større værdi end de (mange) ting som man tror man kan få"
det må briste eller bære,3,2,C,concrete misinterpretation,det er uvist om en bestemt konstruktion er tilpas kraftig til det intenderede formål
stikke spaden i jorden,2,3,D,abstract misinterpretation,give op med det man var i gang med
stå med håret ned ad nakken,4,0,A,concrete misinterpretation,stå med sit lange hår hængende løst
stå med håret ned ad nakken,4,1,B,abstract misinterpretation,netop være stået ud af sengen om morgenen efter nattens søvn
stå med håret ned ad nakken,4,2,C,random definition,komme af sted efter lang tids nølen; langt om længe tage sig sammen
ligge og lure i vandskorpen,4,1,B,random definition,forholdet vendes om; noget tager en ny (og modsat) vending eller drejning
ligge og lure i vandskorpen,4,2,C,abstract misinterpretation,"slappe af mens man flyder på ryggen i vandoverfladen, evt. med lukkede øjne"
ligge og lure i vandskorpen,4,3,D,concrete misinterpretation,ligge på lur i vandoverfladen
den ene tjeneste er den anden værd,3,0,A,random definition,"personer der handler ubetænksomt og voldsomt, kommer let til skade"
den ene tjeneste er den anden værd,3,1,B,concrete misinterpretation,en tjeneste har samme værdi som en anden tjeneste
lige så godt springe som krybe i det,4,0,A,concrete misinterpretation,det er lige meget om man springer ned i et hul eller kravler ned i det
lige så godt springe som krybe i det,4,2,C,abstract misinterpretation,en førhen ukendt opgave kan løses på mange måder
lige så godt springe som krybe i det,4,3,D,random definition,nærme sig afslutningen
ikke fugls føde,3,0,A,abstract misinterpretation,"vanskelig eller uigennemskuelig opgave, aktivitet ellerlign."
ikke fugls føde,3,1,B,random definition,man skal ikke beskylde eller kritisere nogen for noget som man selv (til en vis grad) kan beskyldes eller kritiseres for
have penge på kistebunden,3,0,A,concrete misinterpretation,have kontanter gemt nederst i en kiste (skjult under kistens øvrige indhold)
have penge på kistebunden,3,3,D,abstract misinterpretation,have velhavende forældre og dermed være sikret en arv
trykke på pauseknappen,2,1,B,abstract misinterpretation,være midlertidigt væk fra hinanden
bidt af en gal skuespiller,2,3,D,random definition,bruges om en meget uheldig eller ærgerlig situation
grave grøfter,4,0,A,concrete misinterpretation,grave lange render langs med veje
grave grøfter,4,2,C,random definition,det tager meget lang tid
grave grøfter,4,3,D,abstract misinterpretation,finde andre muligheder når noget ikke synes at lykkes
ramme hovedet på sømmet,2,0,A,concrete misinterpretation,ramme sømmet helt rigtigt (med en hammer eller lignende)
træde af på naturens vegne,3,1,B,concrete misinterpretation,holde sig fra at gå på nysået græs
træde af på naturens vegne,3,3,D,abstract misinterpretation,afholde sig fra materielle goder af miljømæssige hensyn
få noget ud af systemet,2,1,B,abstract misinterpretation,betale penge tilbage som man har lånt af andre; afdrage på et beløb som man skylder
"ude af øje, ude af sind",2,2,C,concrete misinterpretation,hverken til at se eller vide
binde på hænder og fødder,2,3,D,abstract misinterpretation,fratage modstanderen muligheden for at kæmpe videre; gøre ukampdygtig
vove det ene øje,4,1,B,random definition,"sagen, foretagendet eller kampen er afsluttet eller afgjort, og det er derfor ikke muligt at påvirke eller ændre på udfaldet"
vove det ene øje,4,2,C,concrete misinterpretation,vove at åbne et øje selvom man ikke vil afsløre at man er vågen
vove det ene øje,4,3,D,abstract misinterpretation,lægge sig til at sove selvom det er risikabelt
der bliver ingen bukser ud af det skind,2,2,C,concrete misinterpretation,det her skind er uegnet til fremstilling af bukser
for lidt og for meget fordærver alting,2,3,D,concrete misinterpretation,både en for stor og en for lille mængde af noget ødelægger et produkt
"ét spøg, et andet alvor",3,2,C,abstract misinterpretation,humoristisk sans betyder ikke det samme for alle men varierer fra person til person
"ét spøg, et andet alvor",3,3,D,concrete misinterpretation,en vittighed og noget alvorligt
ikke ville røre noget med en ildtang,2,3,D,concrete misinterpretation,end ikke have lyst til at røre noget med en ildtang man holder i hånden
en pæl i kødet,2,2,C,abstract misinterpretation,metode til aflivning af overnaturlige væsener af typen vampyr
sætte skibe i søen,2,0,A,random definition,"finde og gøre opmærksom på et punkt hvor der er et problem, eller hvor noget eller nogen kan kritiseres"
det stille vand har den dybe grund,2,0,A,abstract misinterpretation,en pause kan have et rigt indhold
man skal høre meget før ørerne falder af,3,1,B,concrete misinterpretation,ørerne kan holde til meget støj; ørerne går ikke i stykker af at lytte (intenst)
man skal høre meget før ørerne falder af,3,3,D,abstract misinterpretation,man behøver ikke nødvendigvis at holde op med at larme selvom andre klager over støjen
lytte på vandrørene,3,0,A,concrete misinterpretation,undersøge skadede vandrør ved at lytte til vandet der løber igennem
lytte på vandrørene,3,3,D,random definition,reducere omkostningerne til noget mest muligt
tomme tønder buldrer mest,2,0,A,concrete misinterpretation,tomme tønder larmer mere end fulde tønder
med skindet på næsen,2,1,B,abstract misinterpretation,lige netop klare sig igennem en umiddelbart umulig situation
gå op i en spids,4,0,A,abstract misinterpretation,"gå meget op i detaljer; lægge stor vægt på detaljer og nuancer, fx i forbindelse med løsningen af et problem"
gå op i en spids,4,1,B,random definition,pludselig miste bevidstheden
gå op i en spids,4,3,D,concrete misinterpretation,"være udformet på en måde så den del der rager opad, er tynd eller stikkende"
slå til plukfisk,3,0,A,random definition,"slække på sine ønsker, krav eller principper"
slå til plukfisk,3,1,B,abstract misinterpretation,"udråbe en person til at have den aktive rolle i en leg, fx som den der skal fange de andre i tagfat"
varme nogens ører,2,0,A,abstract misinterpretation,bevirke at en person føler sig pinligt berørt
varme nogens ører,2,2,C,random definition,råde over et (hemmeligt) middel der kan bringe en i en fordelagtig situation
få kærligheden at føle,3,1,B,concrete misinterpretation,"opleve kærlighed fra en forælder, en partner eller lignende"
få kærligheden at føle,3,2,C,abstract misinterpretation,blive forelsket på et ubelejligt tidspunkt i sit liv
"hvor der handles, der spildes",4,0,A,concrete misinterpretation,der spildes det samme sted hvor handlinger finder sted
"hvor der handles, der spildes",4,1,B,abstract misinterpretation,overforbrug belaster miljøet
"hvor der handles, der spildes",4,2,C,random definition,situation med skærpet konkurrence eller fjendtlighed mellem to parter
et plaster på såret,2,3,D,abstract misinterpretation,utilstrækkelig hjælp i en livstruende situation
asfaltere mens man kører,2,0,A,abstract misinterpretation,handle i sidste øjeblik
være karl for sin hat,3,0,A,abstract misinterpretation,optræde selvsikker og kompetent selvom man ikke er det
være karl for sin hat,3,2,C,random definition,"hvis man har ramt forbi eller lidt nederlag, er det ligegyldigt hvor meget eller lidt man har fejlet"
som en brækket arm,3,0,A,abstract misinterpretation,som gør en ked af det; sårende
som en brækket arm,3,2,C,random definition,udvikle sig i en retning hvor ingen løsning er mulig
have et øje på hver finger,2,2,C,abstract misinterpretation,bruges om forældre der har meget at se til i hjemmet
koste spidsen af en jetjager,2,2,C,random definition,"værdsætte, beundre eller have store forventninger til"
man skal rejse sig ved det træ hvor man er faldet,2,3,D,concrete misinterpretation,man skal rejse sig der hvor man er faldet
tabe småkagerne,2,1,B,abstract misinterpretation,give efter for andres pres; lade sig overtale
være på den grønne gren,3,0,A,abstract misinterpretation,"være i begyndelsen af et projekt, et forløb ellerlign."
være på den grønne gren,3,1,B,random definition,få tæv
med omvendt fortegn,3,1,B,concrete misinterpretation,"med det modsatte fortegn, fx i matematisk opgave"
med omvendt fortegn,3,2,C,random definition,en enkelt succes er ingen garanti for fortsat fremgang
lokke nogen ud af busken,2,0,A,abstract misinterpretation,charmere sig ind på nogen
hugge en hæl og klippe en tå,2,2,C,abstract misinterpretation,"anstrenge sig for at nå et mål, fx i sport eller krig"
ikke være til at styre på en hel tønde land,3,2,C,abstract misinterpretation,ikke have selvkontrol
ikke være til at styre på en hel tønde land,3,3,D,concrete misinterpretation,ikke være til at kontrollere på et specifikt område
holde kortene tæt til kroppen,3,0,A,concrete misinterpretation,holde spillekort på en måde så de er tæt på kroppen
holde kortene tæt til kroppen,3,2,C,abstract misinterpretation,ikke fortælle hvordan man har det
have gode kort på hånden,2,0,A,concrete misinterpretation,have en sammensætning af spillekort i hånden der giver gunstige chancer for at vinde et igangværende kortspil
"hvad er højest, Rundetårn eller et tordenskrald?",3,1,B,concrete misinterpretation,bruges for at udtrykke at det nogen siger ikke giver mening
"hvad er højest, Rundetårn eller et tordenskrald?",3,3,D,random definition,"udfolde sig energisk, især kropsligt eller seksuelt, i en tidlig fase af et forløb for siden at falde til ro"
finde melodien,3,0,A,concrete misinterpretation,finde på en melodi til en sangtekst
finde melodien,3,1,B,random definition,en strid om et spørgsmål der er ligegyldigt eller ikke kan afgøres
have nogen el. noget i kikkerten,3,0,A,random definition,"det der ikke kan klare sig eller lade sig gøre, må opgives, kasseres osv."
have nogen el. noget i kikkerten,3,3,D,abstract misinterpretation,huske noget (fx en talrække) kortvarigt
gennemgå med en tættekam,4,0,A,concrete misinterpretation,rede hår med en tættekam
gennemgå med en tættekam,4,1,B,random definition,være på en hård prøve; være i centrum for nærgående opmærksomhed
gennemgå med en tættekam,4,2,C,abstract misinterpretation,lede efter noget der er meget småt og derfor svært at finde
en sund sjæl i et sundt legeme,3,0,A,concrete misinterpretation,en person er både mentalt og fysisk i god form
en sund sjæl i et sundt legeme,3,1,B,abstract misinterpretation,sundhed kommer indefra
hverken se til højre eller venstre,2,1,B,concrete misinterpretation,se lige ud; undlade at dreje hovedet
bo i en kuffert,2,1,B,abstract misinterpretation,bo på minimal plads og med minimalt forbrug af ressourcer
trække tænderne ud,4,0,A,random definition,ødelægge noget værdifuldt idet man forkaster eller ændrer noget andet
trække tænderne ud,4,2,C,abstract misinterpretation,pine sig selv eller andre
trække tænderne ud,4,3,D,concrete misinterpretation,fjerne tænder ved udtrækning
ved kasse ét,4,1,B,random definition,mennesket tænker først og fremmest på sin egen fordel når det skal vælge
ved kasse ét,4,2,C,abstract misinterpretation,"ved en første, foreløbig bedømmelse"
ved kasse ét,4,3,D,concrete misinterpretation,ved kasse nr. 1 (i et supermarked eller lignende)
slag på tasken,3,1,B,random definition,den ydre fremtoning af skønhed og storhed forsvinder
slag på tasken,3,2,C,abstract misinterpretation,indholdsløs snak; samtale uden vigtigt indhold
gnide salt i såret,2,3,D,concrete misinterpretation,gnubbe salt i et åbent sår
køre på skinner,2,3,D,concrete misinterpretation,køre på skinner (og ikke på fx en vej)
hånd i hanke med,2,2,C,abstract misinterpretation,bruges for at udtrykke at nogen holder godt fast i noget; fast greb om
helt ind i knoglerne,2,3,D,concrete misinterpretation,også til stede i en persons knogler
komme ind fra gaden,3,0,A,abstract misinterpretation,udføre til et uanmeldt kontrolbesøg
komme ind fra gaden,3,3,D,concrete misinterpretation,komme ind i et hus ad en gadedør
"når det regner på præsten, drypper det på degnen",4,0,A,abstract misinterpretation,ubehagelige situationer berører oftest flere mennesker på én gang
"når det regner på præsten, drypper det på degnen",4,1,B,random definition,lade nogen høre for noget; kritisere nogen for noget
"når det regner på præsten, drypper det på degnen",4,3,D,concrete misinterpretation,regnvejr rammer typisk større geografiske områder samtidigt
være livet om at gøre,2,3,D,abstract misinterpretation,være det vigtigste i nogens liv
"goddag mand, økseskaft",3,0,A,random definition,"skrive (skøn)litterære tekster, men uden at have til hensigt at få dem udgivet"
"goddag mand, økseskaft",3,1,B,abstract misinterpretation,bruges for at udtrykke frustration
dråben der får bægeret til at flyde over,2,2,C,concrete misinterpretation,den ekstra dråbe der gør at den samlede mængde væske netop ikke kan være i beholderen
gå i nogens fodspor,3,0,A,abstract misinterpretation,"efterligne nogen, fx i forhold til udtalelse og påklædning"
gå i nogens fodspor,3,3,D,concrete misinterpretation,bevæge sig lige bag efter nogen i samme bevægelsesretning
"den der kommer først til mølle, får først malet",3,2,C,concrete misinterpretation,man får malet sit korn efter tur
"den der kommer først til mølle, får først malet",3,3,D,abstract misinterpretation,det kan betale sig at være i god tid
komme ind med firetoget,2,1,B,random definition,så hurtigt eller kraftfuldt som muligt
ikke kunne se skoven for bare træer,2,0,A,concrete misinterpretation,ikke være i stand til at vurdere om en samling træer udgør en skov
sætte ulven til at vogte får,2,3,D,abstract misinterpretation,udvise tillid til nogen der ikke har fortjent det
"når skidt kommer til ære, ved det ikke hvordan det skal være",4,0,A,random definition,være suveræn til noget; brillere
"når skidt kommer til ære, ved det ikke hvordan det skal være",4,1,B,concrete misinterpretation,"når noget dårligt ændrer sig til det bedre, går det alligevel ofte galt til sidst"
"når skidt kommer til ære, ved det ikke hvordan det skal være",4,3,D,abstract misinterpretation,man skal ikke pynte noget dårligt og forsøge at få det til at fremstå som noget godt
være sulten som en ulv,2,1,B,concrete misinterpretation,være lige så sulten som en ulv
arbejde sin røv i laser,2,3,D,concrete misinterpretation,arbejde så meget at man får ondt i kroppen
ikke få et ben til jorden,2,2,C,abstract misinterpretation,tabe på uretfærdig vis
skrive til skrivebordsskuffen,4,1,B,concrete misinterpretation,skrive et brev uden at sende det
skrive til skrivebordsskuffen,4,2,C,abstract misinterpretation,skriveøvelse hvor man lader en tekst ligge urørt i et stykke tid inden man tager den op igen
skrive til skrivebordsskuffen,4,3,D,random definition,bruges om det at man omtaler noget ellers attraktivt som værdiløst eller ligegyldigt når man ikke selv kan opnå det
toppen af kransekagen,3,0,A,random definition,man kan blive udødeliggjort gennem kunsten
toppen af kransekagen,3,2,C,concrete misinterpretation,den øverste del af en kransekage (med pynt)
det glatte lag,2,1,B,random definition,høre et rygte om noget
hellere se éns hæl end éns tå,2,3,D,random definition,"holde op mens man stadig har succes, inden det går galt"
fryse til is,2,3,D,abstract misinterpretation,sætte på pause
hvad forstår bønder sig på agurkesalat,2,1,B,abstract misinterpretation,sommetider må man prøve sig frem
skæg for sig og snot for sig,4,0,A,random definition,få nogen til at gøre eller sige noget som vedkommende har været tilbageholdende med
skæg for sig og snot for sig,4,2,C,concrete misinterpretation,skæg og snot hører til to forskellige steder
skæg for sig og snot for sig,4,3,D,abstract misinterpretation,der er en tid til at more sig og en tid til at arbejde
penge lugter ikke,2,2,C,abstract misinterpretation,penge er blottet for menneskelige kvaliteter
hive sig selv op ved håret,2,2,C,random definition,nogen er ikke særlig smart eller intelligent; nogen er (lidt) dum
få noget med på vejen,2,3,D,concrete misinterpretation,få noget med når man tager afsted
slå knuder på sig selv,3,0,A,random definition,man bør ikke overdrive eller gå til yderligheder
slå knuder på sig selv,3,2,C,concrete misinterpretation,placere sine legemsdele så de krydser ind over hinanden
den hellige grav er vel forvaret,4,0,A,abstract misinterpretation,"mennesker der bor i ikkereligiøse samfund, kan godt være troende"
den hellige grav er vel forvaret,4,2,C,concrete misinterpretation,en hellig grav overvåges og er i god stand
den hellige grav er vel forvaret,4,3,D,random definition,ikke være (helt) acceptabel moralsk set; ikke være (helt) til at stole på
heldet følger de tossede,2,2,C,abstract misinterpretation,"held afhænger af tilfældigheder, ikke arbejdsomhed, status, forbindelser eller lignende"
med hård hånd,2,2,C,random definition,der er grænser for hvad man kan tillade sig
være et hestehoved foran,4,1,B,abstract misinterpretation,have en fordel som andre ikke har
være et hestehoved foran,4,2,C,random definition,"en person, en ting eller et fænomen som man godt kan lide eller interesserer sig for, har mange betegnelser"
være et hestehoved foran,4,3,D,concrete misinterpretation,være foran med en afstand der svarer til længden på et hestehoved
nogens mund er lukket med syv segl,2,2,C,abstract misinterpretation,bruges om en person der er meget genert og helst ikke taler i større forsamlinger
parkere bussen,4,0,A,random definition,time betragtet som et langt (og krævende eller ubehageligt) tidsrum
parkere bussen,4,2,C,concrete misinterpretation,parkere en bus (der ikke længere er i drift)
parkere bussen,4,3,D,abstract misinterpretation,undlade at fortsætte med det man er i gang med; (modvilligt) indstille en aktivitet
guds ord fra landet,2,3,D,random definition,"alt er som det skal være, trods trusler og farer"
feje af bordet,2,0,A,abstract misinterpretation,tage alle stik hjem i kortspil
have jord under neglene,2,3,D,concrete misinterpretation,have jord eller andet skidt under neglene
"når nøden er størst, er hjælpen nærmest",2,0,A,concrete misinterpretation,når man har voldsomt brug for hjælp er den tæt på at ankomme
stikke hånden i en hvepserede,3,2,C,abstract misinterpretation,beskæftige sig med noget farligt på trods af advarsler
stikke hånden i en hvepserede,3,3,D,concrete misinterpretation,placere sin hånd i et hvepsebo
vise nogen vintervejen,2,0,A,random definition,bruge alt for stærke midler i forhold til situationen; overdrive; overreagere
gå i ét med tapetet,2,2,C,abstract misinterpretation,være det samme som; stemme overens
gå som varmt brød,2,3,D,abstract misinterpretation,"blive delt af mange brugere på internettet, fx via et socialt medie"
se ud som om man er faldet ned fra månen,2,3,D,concrete misinterpretation,være så ilde tilredt at man lige så godt kunne være faldet ned fra Månen
krølle på halen,3,1,B,abstract misinterpretation,(generende) fejl i et strikket arbejde
krølle på halen,3,2,C,random definition,menneske der ved nytænkning eller utraditionel væremåde skaber røre omkring sig
levende lig,2,0,A,random definition,være føjelig og give nogen ret selvom man ikke nødvendigvis er enig
tale nogen efter munden,3,1,B,abstract misinterpretation,erklære sig helt enig med en anden person
tale nogen efter munden,3,2,C,concrete misinterpretation,sige det præcis samme som en anden; efterabe
bestemme hvor skabet skal stå,3,0,A,abstract misinterpretation,gå meget op i noget som andre synes er ligegyldigt
bestemme hvor skabet skal stå,3,3,D,concrete misinterpretation,tage den endelige beslutning om hvor et skab skal placeres
have rundsave på albuerne,3,0,A,random definition,"gøre noget der hjælper på kort sigt, men forværrer tingene på langt sigt"
have rundsave på albuerne,3,3,D,abstract misinterpretation,være dygtig til gør-det-selv-arbejde
ikke nå nogen til sokkeholderne,4,0,A,random definition,nu er der opstået et problem som er svært at løse
ikke nå nogen til sokkeholderne,4,1,B,abstract misinterpretation,ikke have succes med at gøre tilnærmelser til nogen
ikke nå nogen til sokkeholderne,4,2,C,concrete misinterpretation,være meget lav i forhold til en anden person
hr. og fru Danmark,3,1,B,abstract misinterpretation,Danmarks regent og dennes ægtefælle
hr. og fru Danmark,3,3,D,random definition,"være indflydelsesrig, rig eller heldig og evt. opføre sig overlegent"
holde dampen oppe,2,3,D,abstract misinterpretation,fortsat engagere sig i noget som egentlig er forbi eller ikke længere findes
med mand og mus,3,0,A,random definition,protestere (hvis det havde været muligt) mod forhold i nutiden som strider mod den pågældendes vilje eller holdninger
med mand og mus,3,1,B,abstract misinterpretation,med alle i en husstand; med alle der bor på gården
man skal ikke skue hunden på hårene,2,3,D,concrete misinterpretation,man skal ikke vurdere en hund blot på dens pels
slå hjernen fra,4,0,A,concrete misinterpretation,forårsage at hjerneaktiviteten definitivt ophører ved at afbryde livsnødvendig behandling
